Player,Squad,Age,Born,SCA90,GCA90,COV_Factor,Tax_Rate,Masa_Salarial_X,Log_Annual_Wages_Y,PassLive_P90,PassDead_P90,TO_P90,Sh_P90,Fld_P90,Def_P90,SCA_P90,GCA_P90,Attack_Efficiency_Ratio,Foul_Prone_Ratio,Net_Creative_Impact,Wage_Club_Ratio,Viability_Score,Club_Purchasing_Power,Age_Sq,Age_Prime_Flag,Perf_Age_Interaction,Pos_FW,Pos_GK,Pos_MF,Comp_La Liga,Comp_Ligue 1,Comp_Premier League,Comp_Serie A
Lasse Rieß,Mainz 05,23,2001,1.5,0.5,1.0899482068503357,0.455668507100735,37770000.0,12.84792653170257,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.3333333333333333,0.0,0.5,0.0100608948901244,0.4994104210439872,41167343.772737175,529,0,11.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lars Ritzka,St. Pauli,26,1998,1.17,0.0,1.0899482068503357,0.455668507100735,25420000.0,13.06048797368624,1.0784313725490198,0.0,0.0,0.0,0.0980392156862745,0.0,1.1764705882352942,0.0,0.0,0.0980392156862745,0.0,0.0184893784421715,0.4994104210439872,27706483.41813553,676,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Roerslev,Wolfsburg,25,1999,1.81,0.6,1.0899482068503357,0.455668507100735,63780000.0,14.574329865333926,1.5151515151515151,0.0,0.0,0.0,0.303030303030303,0.0,1.8181818181818183,0.6060606060606061,0.3333333333333333,0.303030303030303,0.6060606060606061,0.0334862506013055,0.4994104210439872,69516896.63291441,625,1,15.151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merlin Röhl,Freiburg,22,2002,2.33,0.28,1.0899482068503357,0.455668507100735,56180000.0,13.599839021488766,1.7757009345794394,0.0,0.0934579439252336,0.1869158878504673,0.1869158878504673,0.0934579439252336,2.336448598130841,0.2803738317757009,0.12,2.0,0.1869158878504673,0.0143467426130295,0.4994104210439872,61233290.26085186,484,0,6.168224299065422,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Max Rosenfelder,Freiburg,21,2003,1.08,0.07,1.0899482068503357,0.455668507100735,56180000.0,14.227620208791109,0.7194244604316546,0.0,0.2158273381294964,0.0,0.0719424460431654,0.0719424460431654,1.079136690647482,0.0719424460431654,0.0666666666666666,1.0,-0.1438848920863309,0.02687789248843,0.4994104210439872,61233290.26085186,441,0,1.5107913669064748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Rothe,Union Berlin,19,2004,1.89,0.38,1.0899482068503357,0.455668507100735,36160000.0,13.937728190688524,1.2903225806451613,0.2688172043010752,0.0,0.1612903225806451,0.1612903225806451,0.0,1.8817204301075268,0.3763440860215054,0.2,0.1612903225806451,0.3763440860215054,0.0312499999999999,0.4994104210439872,39412527.159708135,361,0,7.150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Rouault,Stuttgart,23,2001,0.82,0.0,1.0899482068503357,0.455668507100735,62140000.0,14.41434705905298,0.6666666666666666,0.0,0.0,0.0,0.074074074074074,0.074074074074074,0.8148148148148148,0.0,0.0,1.0,0.0,0.0292887029288703,0.4994104210439872,67729381.57367986,529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérôme Roussillon,Union Berlin,31,1993,0.66,0.0,1.0899482068503357,0.455668507100735,36160000.0,14.116546367111908,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0373688530989808,0.4994104210439872,39412527.159708135,961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Ryerson,Dortmund,26,1997,2.23,0.2,1.0899482068503357,0.455668507100735,123750000.0,15.539383553640084,1.752988047808765,0.3187250996015936,0.1593625498007968,0.0,0.0,0.0,2.231075697211155,0.199203187250996,0.0892857142857142,0.0,0.0398406374501991,0.0453026202604013,0.4994104210439872,134881090.59772903,676,1,5.179282868525896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederik Rønnow,Union Berlin,31,1992,0.21,0.0,1.0899482068503357,0.455668507100735,36160000.0,14.452087387035824,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0522676991150442,0.4994104210439872,39412527.159708135,961,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elias Saad,St. Pauli,24,1999,3.5,0.4,1.0899482068503357,0.455668507100735,25420000.0,14.452087387035824,2.0,0.1,0.4,0.4,0.5,0.1,3.5,0.4,0.1142857142857143,5.0,0.0,0.0743509047993705,0.4994104210439872,27706483.41813553,576,0,9.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Sabitzer,Dortmund,30,1994,2.34,0.33,1.0899482068503357,0.455668507100735,123750000.0,15.133514797772786,1.4444444444444444,0.1666666666666666,0.0555555555555555,0.3333333333333333,0.0555555555555555,0.2777777777777778,2.333333333333333,0.3333333333333333,0.1428571428571428,0.1999999999999999,0.2777777777777778,0.0301895584329107,0.4994104210439872,134881090.59772903,900,1,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Faik Sakar,RB Leipzig,16,2008,0.0,0.0,1.0899482068503357,0.455668507100735,92280000.0,13.825414540731746,1.568542906425461,0.1731633748495278,0.1387763510517969,0.1475043117621173,0.1080145623996109,0.0372893608243856,2.1732908673129,0.2136021341159475,0.0,0.0,0.0748257830641506,0.01094444288598,0.4994104210439872,100580420.52814898,256,0,5.30663078551245,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Manolis Saliakas,St. Pauli,27,1996,2.29,0.19,1.0899482068503357,0.455668507100735,25420000.0,14.346138809026444,1.6731517509727627,0.3891050583657587,0.0389105058365758,0.0778210116731517,0.1167315175097276,0.0,2.295719844357977,0.1945525291828793,0.0847457627118644,0.1167315175097276,0.1556420233463035,0.066876475216365,0.4994104210439872,27706483.41813553,729,1,5.252918287937743,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Roland Sallai,Freiburg,27,1997,5.87,0.0,1.0899482068503357,0.455668507100735,56180000.0,14.609731521797874,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0393861968489485,0.4994104210439872,61233290.26085186,729,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diadie Samassékou,Hoffenheim,28,1996,1.24,0.0,1.0899482068503357,0.455668507100735,54160000.0,14.696807824158402,0.9375,0.0,0.0,0.0,0.3125,0.0,1.25,0.0,0.0,0.3125,0.0,0.0445721808462397,0.4994104210439872,59031594.88301418,784,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Philipp Sander,Gladbach,26,1998,1.8,0.06,1.0899482068503357,0.455668507100735,54430000.0,14.227620208791109,1.2820512820512822,0.2564102564102564,0.0641025641025641,0.1923076923076923,0.0,0.0,1.794871794871795,0.0641025641025641,0.0357142857142857,0.0,0.0,0.0277420540143303,0.4994104210439872,59325880.89886377,676,1,1.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
James Sands,St. Pauli,24,2000,1.39,0.0,1.0899482068503357,0.455668507100735,25420000.0,13.684480552372404,1.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0345079249939974,0.4994104210439872,27706483.41813553,576,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Leroy Sané,Bayern Munich,28,1996,4.18,0.49,1.0899482068503357,0.455668507100735,257580000.0,15.826662583358251,3.021978021978022,0.0549450549450549,0.4395604395604395,0.2747252747252747,0.2747252747252747,0.1098901098901098,4.175824175824176,0.4945054945054945,0.1184210526315789,2.5000000000000004,0.0549450549450549,0.0290081537108721,0.4994104210439872,280748859.12050945,784,1,13.846153846153848,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaishu Sano,Mainz 05,23,2000,1.83,0.15,1.0899482068503357,0.455668507100735,37770000.0,13.652991628466498,1.4792899408284026,0.0,0.0887573964497041,0.0591715976331361,0.1183431952662722,0.0887573964497041,1.8343195266272192,0.1479289940828402,0.0806451612903225,1.3333333333333333,0.059171597633136,0.0225046333068572,0.4994104210439872,41167343.772737175,529,0,3.4023668639053257,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kauã Santos,Eint Frankfurt,21,2003,0.35,0.0,1.0899482068503357,0.455668507100735,64130000.0,13.253391639810731,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,0.0,0.3529411764705882,0.0,0.0,0.0,0.0,0.0088881958521752,0.4994104210439872,69898378.50531203,441,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Joe Scally,Gladbach,21,2002,0.98,0.07,1.0899482068503357,0.455668507100735,54430000.0,14.227620208791109,0.7342657342657343,0.0699300699300699,0.0349650349650349,0.0699300699300699,0.0349650349650349,0.0349650349650349,0.979020979020979,0.0699300699300699,0.0714285714285714,1.0,0.0349650349650349,0.0277420540143303,0.4994104210439872,59325880.89886377,441,0,1.4685314685314683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
András Schäfer,Union Berlin,25,1999,1.7,0.18,1.0899482068503357,0.455668507100735,36160000.0,14.346138809026444,1.2352941176470589,0.0,0.0588235294117647,0.0588235294117647,0.2941176470588235,0.0588235294117647,1.7058823529411764,0.1764705882352941,0.1034482758620689,5.0,0.1176470588235294,0.0470132743362831,0.4994104210439872,39412527.159708135,625,1,4.411764705882353,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Patrik Schick,Leverkusen,28,1996,1.82,0.16,1.0899482068503357,0.455668507100735,91680000.0,15.837058121225208,1.1764705882352942,0.0,0.213903743315508,0.160427807486631,0.267379679144385,0.0,1.8181818181818183,0.160427807486631,0.088235294117647,0.267379679144385,-0.053475935828877,0.0823516579406631,0.4994104210439872,99926451.60403876,784,1,4.491978609625669,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Schimmer,Heidenheim,30,1994,1.45,0.0,1.0899482068503357,0.455668507100735,25070000.0,12.84792653170257,1.111111111111111,0.0,0.0,0.0,0.3703703703703703,0.0,1.4814814814814814,0.0,0.0,0.3703703703703703,0.0,0.0151575588352612,0.4994104210439872,27325001.545737915,900,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Xaver Schlager,RB Leipzig,26,1997,0.99,0.0,1.0899482068503357,0.455668507100735,92280000.0,14.467889474162936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0208073598252788,0.4994104210439872,100580420.52814898,676,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,Augsburg,27,1997,1.67,0.14,1.0899482068503357,0.455668507100735,36590000.0,14.5478784516775,1.3888888888888888,0.0,0.0694444444444444,0.1388888888888889,0.0,0.0694444444444444,1.6666666666666663,0.1388888888888889,0.0833333333333333,0.0,0.0694444444444444,0.0568461328231757,0.4994104210439872,39881204.888653785,729,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Schlotterbeck,Dortmund,24,1999,2.27,0.27,1.0899482068503357,0.455668507100735,123750000.0,15.24997492107373,1.8636363636363635,0.1818181818181818,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0454545454545454,2.272727272727273,0.2727272727272727,0.1199999999999999,1.0,0.2272727272727272,0.0339183525360807,0.4994104210439872,134881090.59772903,576,0,6.545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romano Schmid,Werder Bremen,24,2000,4.8,0.41,1.0899482068503357,0.455668507100735,44320000.0,14.093142294562554,3.523809523809524,0.5079365079365079,0.1587301587301587,0.3492063492063492,0.2222222222222222,0.0317460317460317,4.7936507936507935,0.4126984126984127,0.086092715231788,7.0,0.2539682539682539,0.029783393501805,0.4994104210439872,48306504.52760688,576,0,9.904761904761903,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jan Schöppner,Heidenheim,25,1999,1.88,0.13,1.0899482068503357,0.455668507100735,25070000.0,14.227620208791109,1.4765100671140938,0.0335570469798657,0.1006711409395973,0.2013422818791946,0.0335570469798657,0.0335570469798657,1.8791946308724832,0.1342281879194631,0.0714285714285714,1.0,0.0335570469798657,0.0602313522138013,0.4994104210439872,27325001.545737915,625,1,3.355704697986577,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alexander Schwolow,Union Berlin,32,1992,0.0,0.0,1.0899482068503357,0.455668507100735,36160000.0,14.385856962192957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489181330951999,0.4994104210439872,39412527.159708135,1024,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Léo Scienza,Heidenheim,25,1998,6.39,0.55,1.0899482068503357,0.455668507100735,25070000.0,14.679312534371286,2.421875,1.5625,0.78125,0.234375,1.40625,0.0,6.40625,0.546875,0.0853658536585365,1.40625,-0.234375,0.0946215586896068,0.4994104210439872,27325001.545737915,625,1,13.671875,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Seiwald,RB Leipzig,23,2001,2.12,0.13,1.0899482068503357,0.455668507100735,92280000.0,15.03928598958639,1.6810344827586208,0.4310344827586207,0.0,0.0,0.0,0.0,2.112068965517241,0.1293103448275862,0.0612244897959183,0.0,0.1293103448275862,0.0368443866493281,0.4994104210439872,100580420.52814898,529,0,2.974137931034483,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Benjamin Šeško,RB Leipzig,21,2003,1.93,0.34,1.0899482068503357,0.455668507100735,92280000.0,14.413188818774367,1.1742424242424243,0.0,0.4166666666666667,0.2651515151515151,0.0757575757575757,0.0,1.9318181818181817,0.3409090909090909,0.1764705882352941,0.0757575757575757,-0.0757575757575757,0.0196997531751781,0.4994104210439872,100580420.52814898,441,0,7.15909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Armindo Sieb,Mainz 05,21,2003,2.0,0.47,1.0899482068503357,0.455668507100735,37770000.0,13.527828485512494,1.1764705882352942,0.0,0.2352941176470588,0.4705882352941176,0.1176470588235294,0.0,2.0,0.4705882352941176,0.2352941176470588,0.1176470588235294,0.2352941176470588,0.0198570293884035,0.4994104210439872,41167343.772737175,441,0,9.882352941176473,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Siersleben,Heidenheim,24,2000,1.14,0.0,1.0899482068503357,0.455668507100735,25070000.0,13.753635154246188,1.068702290076336,0.0763358778625954,0.0,0.0,0.0,0.0,1.1450381679389314,0.0,0.0,0.0,0.0,0.0374950139609094,0.4994104210439872,27325001.545737915,576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiliann Sildillia,Freiburg,22,2002,1.8,0.11,1.0899482068503357,0.455668507100735,56180000.0,14.204053221318398,1.0112359550561798,0.6741573033707865,0.0,0.1123595505617977,0.0,0.0,1.797752808988764,0.1123595505617977,0.0625,0.0,0.1123595505617977,0.0262518672715016,0.4994104210439872,61233290.26085186,484,0,2.4719101123595504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Silva,Werder Bremen,28,1995,3.6,0.24,1.0899482068503357,0.455668507100735,44320000.0,15.241025632237449,2.619047619047619,0.0,0.238095238095238,0.4761904761904761,0.238095238095238,0.0,3.571428571428571,0.238095238095238,0.0666666666666666,0.238095238095238,0.0,0.0938628158844766,0.4994104210439872,48306504.52760688,784,1,6.666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
André Silva,RB Leipzig,28,1995,4.81,1.37,1.0899482068503357,0.455668507100735,92280000.0,15.241025632237449,3.333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,4.666666666666667,1.3333333333333333,0.2857142857142857,0.6666666666666666,1.3333333333333333,0.0450801907238838,0.4994104210439872,100580420.52814898,784,1,37.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Simakan,RB Leipzig,24,2000,5.0,0.0,1.0899482068503357,0.455668507100735,92280000.0,14.270493577320831,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0170800457176312,0.4994104210439872,100580420.52814898,576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavi Simons,RB Leipzig,21,2003,4.52,0.5,1.0899482068503357,0.455668507100735,92280000.0,14.1957144863343,3.2217573221757325,0.5439330543933055,0.1255230125523012,0.1255230125523012,0.4602510460251046,0.0418410041841004,4.518828451882846,0.502092050209205,0.111111111111111,11.0,0.3765690376569037,0.0158494020497939,0.4994104210439872,100580420.52814898,441,0,10.543933054393303,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Danel Sinani,St. Pauli,27,1997,4.32,0.29,1.0899482068503357,0.455668507100735,25420000.0,13.937728190688524,2.302158273381295,1.2949640287769784,0.0719424460431654,0.3597122302158273,0.2158273381294964,0.0719424460431654,4.316546762589928,0.2877697841726618,0.0666666666666666,3.0,0.2158273381294964,0.0444531864673485,0.4994104210439872,27706483.41813553,729,1,7.76978417266187,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobias Sippel,Gladbach,36,1988,0.0,0.0,1.0899482068503357,0.455668507100735,54430000.0,13.06048797368624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086349439647253,0.4994104210439872,59325880.89886377,1296,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tim Skarke,Union Berlin,27,1996,2.63,0.31,1.0899482068503357,0.455668507100735,36160000.0,14.166167429577444,2.0155038759689923,0.0,0.1550387596899224,0.2325581395348837,0.2325581395348837,0.0,2.635658914728682,0.3100775193798449,0.1176470588235294,0.2325581395348837,0.1550387596899224,0.0392699115044247,0.4994104210439872,39412527.159708135,729,1,8.372093023255815,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,Eint Frankfurt,29,1995,1.98,0.2,1.0899482068503357,0.455668507100735,64130000.0,15.03928598958639,1.6935483870967742,0.0,0.0,0.0806451612903225,0.0403225806451612,0.1612903225806451,1.9758064516129032,0.2016129032258064,0.1020408163265306,0.25,0.2016129032258064,0.0530173085919226,0.4994104210439872,69898378.50531203,841,1,5.846774193548387,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Leo Skiri Østigård,Hoffenheim,24,1999,0.87,0.0,1.0899482068503357,0.455668507100735,54160000.0,14.613017753848462,0.8737864077669902,0.0,0.0,0.0,0.0,0.0,0.8737864077669902,0.0,0.0,0.0,0.0,0.0409896602658788,0.4994104210439872,59031594.88301418,576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Skov Olsen,Wolfsburg,24,1999,5.38,0.17,1.0899482068503357,0.455668507100735,63780000.0,15.142585559424193,4.067796610169491,0.6779661016949152,0.1694915254237288,0.3389830508474576,0.1694915254237288,0.0,5.423728813559322,0.1694915254237288,0.03125,0.1694915254237288,0.0,0.0591094386955157,0.4994104210439872,69516896.63291441,576,0,4.067796610169491,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Skov,Union Berlin,28,1996,3.9,0.53,1.0899482068503357,0.455668507100735,36160000.0,14.5478784516775,2.1052631578947367,1.368421052631579,0.1052631578947368,0.2105263157894736,0.1052631578947368,0.0,3.8947368421052633,0.5263157894736842,0.1351351351351351,0.1052631578947368,0.4210526315789473,0.0575221238938053,0.4994104210439872,39412527.159708135,784,1,14.736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Smith,St. Pauli,27,1997,2.1,0.06,1.0899482068503357,0.455668507100735,25420000.0,14.452087387035824,1.0509554140127388,0.8598726114649682,0.0,0.1273885350318471,0.0318471337579617,0.0318471337579617,2.1019108280254777,0.0636942675159235,0.0303030303030303,1.0,0.0636942675159235,0.0743509047993705,0.4994104210439872,27706483.41813553,729,1,1.7197452229299364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Stach,Hoffenheim,25,1998,2.19,0.17,1.0899482068503357,0.455668507100735,54160000.0,14.665661487333884,1.7421602787456447,0.0348432055749128,0.1393728222996515,0.1393728222996515,0.1045296167247386,0.0348432055749128,2.1951219512195124,0.1742160278745644,0.0793650793650793,3.0,0.0348432055749129,0.0432053175775479,0.4994104210439872,59031594.88301418,625,1,4.355400696864112,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jens Stage,Werder Bremen,27,1996,2.57,0.61,1.0899482068503357,0.455668507100735,44320000.0,14.9817814951062,2.122448979591837,0.0,0.0408163265306122,0.1224489795918367,0.1632653061224489,0.1224489795918367,2.571428571428572,0.6122448979591837,0.238095238095238,1.3333333333333333,0.5714285714285714,0.072427797833935,0.4994104210439872,48306504.52760688,729,1,16.53061224489796,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Josip Stanišić,Bayern Munich,24,2000,2.36,0.41,1.0899482068503357,0.455668507100735,257580000.0,15.702580206996654,2.2680412371134024,0.0,0.1030927835051546,0.0,0.0,0.0,2.3711340206185567,0.4123711340206186,0.1739130434782609,0.0,0.3092783505154639,0.0256231073841136,0.4994104210439872,280748859.12050945,576,0,9.896907216494846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Stark,Werder Bremen,29,1995,0.47,0.09,1.0899482068503357,0.455668507100735,44320000.0,14.7862894751225,0.3846153846153846,0.0427350427350427,0.0,0.0,0.0427350427350427,0.0,0.4700854700854701,0.0854700854700854,0.1818181818181818,0.0427350427350427,0.0854700854700854,0.0595667870036101,0.4994104210439872,48306504.52760688,841,1,2.4786324786324787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Stenzel,Stuttgart,28,1996,4.03,0.0,1.0899482068503357,0.455668507100735,62140000.0,13.753635154246188,1.5625,1.5625,0.0,0.9375,0.0,0.0,4.0625,0.0,0.0,0.0,0.0,0.0151271322819439,0.4994104210439872,67729381.57367986,784,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonidas Stergiou,Stuttgart,22,2002,1.27,0.63,1.0899482068503357,0.455668507100735,62140000.0,13.253391639810731,0.9473684210526316,0.1052631578947368,0.2105263157894736,0.0,0.0,0.0,1.263157894736842,0.631578947368421,0.5,0.0,0.4210526315789473,0.0091728355326681,0.4994104210439872,67729381.57367986,484,0,13.894736842105262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finley Stevens,St. Pauli,21,2003,0.0,0.0,1.0899482068503357,0.455668507100735,25420000.0,12.84792653170257,1.568542906425461,0.1731633748495278,0.1387763510517969,0.1475043117621173,0.1080145623996109,0.0372893608243856,2.1732908673129,0.2136021341159475,0.0,0.0,0.0748257830641506,0.014948859166011,0.4994104210439872,27706483.41813553,441,0,5.30663078551245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Stiller,Stuttgart,23,2001,3.64,0.33,1.0899482068503357,0.455668507100735,62140000.0,14.18524220730402,2.8852459016393444,0.5573770491803278,0.0655737704918032,0.0,0.0983606557377049,0.0327868852459016,3.639344262295082,0.3278688524590163,0.09009009009009,3.0,0.2622950819672131,0.0232916988452869,0.4994104210439872,67729381.57367986,529,0,7.540983606557376,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kevin Stöger,Gladbach,30,1993,6.15,0.46,1.0899482068503357,0.455668507100735,54430000.0,14.85578726961942,3.488372093023256,1.744186046511628,0.2906976744186046,0.1162790697674418,0.5232558139534884,0.0,6.162790697674419,0.4651162790697674,0.0754716981132075,0.5232558139534884,0.1744186046511627,0.0519933860003674,0.4994104210439872,59325880.89886377,900,1,13.953488372093023,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Niklas Süle,Dortmund,28,1995,1.28,0.09,1.0899482068503357,0.455668507100735,123750000.0,15.518081837954435,1.1965811965811963,0.0,0.0,0.0,0.0854700854700854,0.0,1.2820512820512822,0.0854700854700854,0.0666666666666666,0.0854700854700854,0.0854700854700854,0.0443478024573028,0.4994104210439872,134881090.59772903,784,1,2.393162393162393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattias Svanberg,Wolfsburg,25,1999,2.14,0.37,1.0899482068503357,0.455668507100735,63780000.0,14.85578726961942,0.9629629629629628,0.6666666666666666,0.074074074074074,0.074074074074074,0.2962962962962963,0.074074074074074,2.1481481481481484,0.3703703703703703,0.1724137931034482,4.0,0.2962962962962963,0.0443712762621511,0.4994104210439872,69516896.63291441,625,1,9.25925925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Daniel Svensson,Dortmund,22,2002,2.3,0.35,1.0899482068503357,0.455668507100735,123750000.0,14.71159858252091,1.8390804597701151,0.4597701149425288,0.0,0.0,0.0,0.0,2.298850574712644,0.3448275862068966,0.15,0.0,0.3448275862068966,0.0197979797979798,0.4994104210439872,134881090.59772903,484,0,7.586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haris Tabakovic,Hoffenheim,30,1994,1.76,0.33,1.0899482068503357,0.455668507100735,54160000.0,14.452087387035824,1.3186813186813189,0.0,0.0,0.4395604395604395,0.0,0.0,1.7582417582417582,0.3296703296703296,0.1875,0.0,0.3296703296703296,0.0348966026587887,0.4994104210439872,59031594.88301418,900,1,9.89010989010989,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Tah,Leverkusen,28,1996,0.91,0.15,1.0899482068503357,0.455668507100735,91680000.0,15.338439486374734,0.7575757575757576,0.0,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.0,0.9090909090909092,0.1515151515151515,0.1666666666666666,0.0303030303030303,0.0909090909090909,0.0500178506355947,0.4994104210439872,99926451.60403876,784,1,4.242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmond Tapsoba,Leverkusen,25,1999,1.22,0.22,1.0899482068503357,0.455668507100735,91680000.0,15.548934450179363,1.039426523297491,0.03584229390681,0.03584229390681,0.07168458781362,0.03584229390681,0.0,1.2186379928315412,0.2150537634408602,0.1764705882352941,0.03584229390681,0.1792114695340501,0.0617364746945898,0.4994104210439872,99926451.60403876,625,1,5.376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathys Tel,Bayern Munich,19,2005,1.41,0.7,1.0899482068503357,0.455668507100735,257580000.0,14.866332182796036,1.0714285714285714,0.3571428571428571,0.0,0.0,0.0,0.0,1.4285714285714286,0.7142857142857143,0.5,0.0,0.7142857142857143,0.0111033465331159,0.4994104210439872,280748859.12050945,361,0,13.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Tella,Leverkusen,25,1999,2.12,0.46,1.0899482068503357,0.455668507100735,91680000.0,15.03928598958639,1.52317880794702,0.0,0.1986754966887417,0.2649006622516556,0.1324503311258278,0.0,2.119205298013245,0.4635761589403974,0.21875,0.1324503311258278,0.2649006622516556,0.0370855148342059,0.4994104210439872,99926451.60403876,625,1,11.589403973509937,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Martin Terrier,Leverkusen,27,1997,3.24,0.46,1.0899482068503357,0.455668507100735,91680000.0,15.36731935756174,2.4615384615384617,0.1538461538461538,0.0,0.3076923076923077,0.3076923076923077,0.0,3.230769230769231,0.4615384615384615,0.1428571428571428,0.3076923076923077,0.4615384615384615,0.0514834205933682,0.4994104210439872,99926451.60403876,729,1,12.461538461538462,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Arthur Theate,Eint Frankfurt,24,2000,1.56,0.23,1.0899482068503357,0.455668507100735,64130000.0,15.23861889220688,1.1666666666666667,0.0333333333333333,0.0,0.2,0.1,0.0666666666666666,1.5666666666666669,0.2333333333333333,0.1489361702127659,1.5,0.2333333333333333,0.0647123031342585,0.4994104210439872,69898378.50531203,576,0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
